filepath,x1,y1,x2,y2,class_name
04245.jpg,18,94,493,510, 87
04246.jpg,42,120,472,364, 66
04247.jpg,34,68,491,486, 8
04248.jpg,20,2,502,512, 124
04249.jpg,35,16,486,508, 68
04250.jpg,30,136,495,459, 45
04251.jpg,76,171,446,448, 139
04252.jpg,42,158,307,460, 7
04253.jpg,45,154,475,398, 171
04254.jpg,8,80,507,359, 159
04255.jpg,173,198,423,427, 99
04256.jpg,8,14,492,504, 100
04257.jpg,66,197,461,470, 132
04258.jpg,11,17,498,504, 76
04259.jpg,30,56,487,365, 73
04260.jpg,46,100,476,419, 78
04261.jpg,79,196,275,475, 100
04262.jpg,25,62,485,462, 105
04263.jpg,32,186,491,425, 192
04264.jpg,35,75,475,443, 58
04265.jpg,8,91,492,443, 150
04266.jpg,18,171,495,488, 30
04267.jpg,60,190,451,470, 61
04268.jpg,43,12,468,469, 65
04269.jpg,66,115,469,434, 25
04270.jpg,53,27,432,465, 78
04271.jpg,8,46,512,499, 56
04272.jpg,30,117,487,443, 189
04273.jpg,30,44,499,464, 146
04274.jpg,57,56,483,456, 132
04275.jpg,58,205,462,476, 79
04276.jpg,34,138,485,369, 179
04277.jpg,13,76,490,488, 186
04278.jpg,43,139,470,395, 113
04279.jpg,1,102,480,356, 161
04280.jpg,37,131,482,408, 59
04281.jpg,111,154,402,471, 163
04282.jpg,92,97,417,376, 173
04283.jpg,31,38,512,481, 96
04284.jpg,0,68,507,449, 171
04285.jpg,11,79,500,401, 72
04286.jpg,92,94,472,443, 172
04287.jpg,30,69,509,471, 160
04288.jpg,38,48,463,460, 182
04289.jpg,61,79,451,467, 51
04290.jpg,121,149,354,378, 117
04291.jpg,57,168,425,456, 111
04292.jpg,29,104,476,465, 11
04293.jpg,37,30,498,418, 106
04294.jpg,0,7,502,501, 36
04295.jpg,78,301,475,495, 153
04296.jpg,78,163,410,429, 101
04297.jpg,66,125,487,431, 98
04298.jpg,53,162,458,494, 155
04299.jpg,10,1,511,502, 169
04300.jpg,31,76,476,409, 76
04301.jpg,93,57,488,432, 157
04302.jpg,23,166,474,366, 57
04303.jpg,23,140,483,432, 164
04304.jpg,69,57,464,417, 172
04305.jpg,18,142,509,482, 118
04306.jpg,4,68,512,401, 174
04307.jpg,11,89,478,327, 69
04308.jpg,51,85,497,469, 9
04309.jpg,13,135,498,485, 79
04310.jpg,23,152,491,451, 58
04311.jpg,21,122,475,417, 117
04312.jpg,3,12,512,512, 16
04313.jpg,48,153,449,423, 21
04314.jpg,22,24,501,498, 186
04315.jpg,7,105,487,472, 161
04316.jpg,61,127,478,383, 49
04317.jpg,26,226,481,496, 107
04318.jpg,27,29,469,494, 86
04319.jpg,25,69,498,490, 165
04320.jpg,54,9,454,476, 154
04321.jpg,71,22,460,448, 63
04322.jpg,37,61,474,446, 110
04323.jpg,25,64,486,452, 31
04324.jpg,47,7,472,472, 121
04325.jpg,27,22,487,500, 186
04326.jpg,54,155,448,448, 63
04327.jpg,47,39,480,393, 146
04328.jpg,4,56,512,490, 42
04329.jpg,101,217,380,431, 100
04330.jpg,36,56,493,430, 65
04331.jpg,13,164,487,385, 98
04332.jpg,40,128,491,345, 182
04333.jpg,72,70,319,256, 180
04334.jpg,54,163,261,463, 45
04335.jpg,39,64,463,461, 185
04336.jpg,30,20,484,511, 146
04337.jpg,20,106,512,494, 141
04338.jpg,35,95,430,402, 5
04339.jpg,35,165,393,411, 36
04340.jpg,11,121,502,411, 91
04341.jpg,61,65,512,467, 91
04342.jpg,36,125,480,399, 108
04343.jpg,71,206,457,437, 112
04344.jpg,53,172,444,404, 188
04345.jpg,55,109,464,458, 53
04346.jpg,34,63,487,419, 79
04347.jpg,59,146,478,457, 162
04348.jpg,8,43,492,443, 52
04349.jpg,26,194,493,411, 4
04350.jpg,21,48,502,470, 67
04351.jpg,80,127,453,370, 35
04352.jpg,174,186,461,488, 97
04353.jpg,31,153,495,354, 43
04354.jpg,37,46,486,473, 146
04355.jpg,54,134,446,435, 193
04356.jpg,102,194,391,449, 52
04357.jpg,90,5,449,503, 25
04358.jpg,63,143,455,489, 195
04359.jpg,53,76,487,342, 19
04360.jpg,16,81,493,430, 56
04361.jpg,32,121,358,457, 196
04362.jpg,70,84,481,403, 160
04363.jpg,31,227,497,474, 173
04364.jpg,50,137,320,449, 183
04365.jpg,40,24,479,477, 144
04366.jpg,75,100,460,443, 49
04367.jpg,12,178,511,378, 105
04368.jpg,33,97,508,473, 72
04369.jpg,70,34,447,512, 124
04370.jpg,84,134,391,402, 63
04371.jpg,82,134,448,441, 149
04372.jpg,11,102,508,358, 62
04373.jpg,29,201,508,450, 91
04374.jpg,9,45,511,454, 32
04375.jpg,211,182,410,406, 37
04376.jpg,7,176,510,401, 161
04377.jpg,13,116,500,467, 77
04378.jpg,54,79,481,478, 144
04379.jpg,21,41,499,467, 12
04380.jpg,7,134,464,436, 17
04381.jpg,100,183,443,411, 76
04382.jpg,27,90,469,473, 168
04383.jpg,1,12,512,499, 159
04384.jpg,29,140,486,424, 175
04385.jpg,44,67,482,472, 35
04386.jpg,33,64,493,418, 10
04387.jpg,28,18,485,466, 122
04388.jpg,32,185,494,498, 180
04389.jpg,32,47,482,424, 85
04390.jpg,38,107,473,429, 139
04391.jpg,69,74,429,456, 148
04392.jpg,40,100,464,454, 5
04393.jpg,79,60,423,470, 95
04394.jpg,13,8,488,472, 58
04395.jpg,43,176,460,448, 102
04396.jpg,38,15,490,483, 8
04397.jpg,36,57,491,485, 111
04398.jpg,87,30,448,356, 176
04399.jpg,165,233,406,399, 39
04400.jpg,32,113,480,397, 129
04401.jpg,205,189,395,314, 46
04402.jpg,11,211,382,451, 100
04403.jpg,1,131,512,425, 160
04404.jpg,59,89,464,428, 146
04405.jpg,115,94,512,454, 77
04406.jpg,26,252,331,408, 151
04407.jpg,82,198,487,410, 57
04408.jpg,21,144,500,424, 75
04409.jpg,40,103,450,416, 79
04410.jpg,48,19,474,502, 30
04411.jpg,4,113,512,443, 160
04412.jpg,2,59,512,512, 158
04413.jpg,23,119,494,425, 132
04414.jpg,15,126,492,430, 65
04415.jpg,33,65,465,490, 154
04416.jpg,48,71,465,424, 188
04417.jpg,78,18,456,446, 178
04418.jpg,44,40,484,442, 161
04419.jpg,16,83,492,412, 117
04420.jpg,55,149,460,465, 90
04421.jpg,18,0,502,511, 154
04422.jpg,30,64,483,460, 146
04423.jpg,12,10,496,457, 162
04424.jpg,128,241,463,456, 134
04425.jpg,44,111,493,423, 95
04426.jpg,43,17,453,471, 142
04427.jpg,152,186,451,443, 11
04428.jpg,1,52,509,432, 14
04429.jpg,59,68,499,394, 79
04430.jpg,15,166,495,348, 102
04431.jpg,11,174,496,403, 87
04432.jpg,42,89,461,438, 188
04433.jpg,58,216,366,401, 144
04434.jpg,64,147,488,380, 33
04435.jpg,14,8,496,409, 161
04436.jpg,43,3,471,512, 182
04437.jpg,60,1,482,462, 57
04438.jpg,86,189,401,419, 118
04439.jpg,33,145,479,474, 69
04440.jpg,20,117,496,464, 61
04441.jpg,18,26,480,469, 153
04442.jpg,6,40,500,471, 83
04443.jpg,25,92,491,442, 25
04444.jpg,37,98,475,457, 118
04445.jpg,78,71,436,440, 195
04446.jpg,95,163,482,423, 104
04447.jpg,4,178,499,443, 17
04448.jpg,51,200,405,419, 13
04449.jpg,22,144,499,463, 43
04450.jpg,16,75,512,439, 165
04451.jpg,26,260,386,414, 160
04452.jpg,25,111,439,354, 66
04453.jpg,81,223,453,444, 56
04454.jpg,51,142,481,488, 102
04455.jpg,30,164,447,456, 167
04456.jpg,59,279,455,455, 15
04457.jpg,0,78,505,457, 169
04458.jpg,41,248,474,485, 48
04459.jpg,39,37,481,494, 176
04460.jpg,43,46,468,474, 130
04461.jpg,16,204,478,431, 39
04462.jpg,7,27,493,474, 85
04463.jpg,72,148,419,421, 58
04464.jpg,21,108,472,366, 102
04465.jpg,44,48,455,483, 177
04466.jpg,33,108,462,385, 143
04467.jpg,14,106,505,396, 88
04468.jpg,83,81,455,410, 82
04469.jpg,63,153,432,461, 31
04470.jpg,32,125,482,488, 5
04471.jpg,3,164,486,465, 127
04472.jpg,140,276,450,433, 31
04473.jpg,0,64,507,464, 111
04474.jpg,58,51,453,409, 139
04475.jpg,125,135,472,451, 25
04476.jpg,46,173,353,346, 57
04477.jpg,27,206,490,448, 93
04478.jpg,41,174,496,459, 54
04479.jpg,61,162,450,414, 189
04480.jpg,67,168,460,424, 24
04481.jpg,29,76,485,393, 125
04482.jpg,22,120,490,425, 4
04483.jpg,79,2,442,510, 119
04484.jpg,59,202,462,473, 5
04485.jpg,35,88,457,354, 97
04486.jpg,40,181,419,463, 2
04487.jpg,16,101,492,480, 38
04488.jpg,49,120,484,441, 175
04489.jpg,21,132,496,468, 82
04490.jpg,16,73,503,428, 173
04491.jpg,25,25,496,478, 140
04492.jpg,13,123,499,461, 141
04493.jpg,26,62,485,477, 8
04494.jpg,109,135,431,421, 9
04495.jpg,66,168,397,409, 8
04496.jpg,77,235,474,385, 112
04497.jpg,53,134,337,451, 12
04498.jpg,107,49,442,358, 178
04499.jpg,112,85,400,398, 132
04500.jpg,67,335,404,484, 29
04501.jpg,30,34,498,476, 186
04502.jpg,29,105,495,432, 66
04503.jpg,33,59,487,484, 130
04504.jpg,36,175,480,459, 122
04505.jpg,14,12,509,508, 28
04506.jpg,152,122,490,417, 63
04507.jpg,3,123,512,465, 115
04508.jpg,174,150,421,393, 135
04509.jpg,131,98,446,396, 9
04510.jpg,109,167,454,392, 9
04511.jpg,53,196,446,458, 4
04512.jpg,18,97,496,397, 77
04513.jpg,26,63,488,466, 110
04514.jpg,53,121,329,432, 191
04515.jpg,6,68,504,481, 154
04516.jpg,215,91,490,487, 159
04517.jpg,7,223,459,436, 152
04518.jpg,44,120,404,413, 121
04519.jpg,71,118,433,435, 39
04520.jpg,62,38,496,425, 126
04521.jpg,69,241,437,417, 112
04522.jpg,28,103,494,424, 97
04523.jpg,40,62,489,471, 104
04524.jpg,40,145,474,507, 142
04525.jpg,2,12,505,506, 82
04526.jpg,52,62,479,471, 191
04527.jpg,116,221,473,476, 37
04528.jpg,17,69,500,437, 98
04529.jpg,13,79,505,436, 165
04530.jpg,5,39,503,457, 139
04531.jpg,17,116,481,409, 43
04532.jpg,67,192,365,410, 142
04533.jpg,25,251,485,429, 12
04534.jpg,23,100,491,455, 195
04535.jpg,17,59,499,478, 135
04536.jpg,118,109,468,472, 117
04537.jpg,54,110,465,442, 14
04538.jpg,14,110,502,367, 194
04539.jpg,26,241,485,452, 72
04540.jpg,98,133,409,428, 144
04541.jpg,145,149,381,391, 96
04542.jpg,10,73,494,453, 171
04543.jpg,145,170,458,425, 96
04544.jpg,27,46,495,486, 1
04545.jpg,40,75,482,451, 102
04546.jpg,184,200,472,423, 192
04547.jpg,47,114,409,397, 30
04548.jpg,116,168,450,445, 27
04549.jpg,31,162,477,351, 17
04550.jpg,25,218,493,488, 51
04551.jpg,18,32,496,508, 28
04552.jpg,58,168,442,430, 10
04553.jpg,25,192,491,418, 48
04554.jpg,53,206,465,457, 155
04555.jpg,40,89,484,433, 187
04556.jpg,49,126,498,469, 48
04557.jpg,19,56,497,433, 142
04558.jpg,28,133,483,464, 119
04559.jpg,150,61,433,508, 119
04560.jpg,35,92,483,430, 59
04561.jpg,15,145,503,375, 129
04562.jpg,5,15,503,508, 180
04563.jpg,55,97,460,391, 125
04564.jpg,63,68,478,407, 118
04565.jpg,10,148,501,382, 66
04566.jpg,9,142,490,438, 54
04567.jpg,11,57,503,443, 18
04568.jpg,1,19,512,465, 177
04569.jpg,161,290,416,502, 177
04570.jpg,100,112,450,386, 167
04571.jpg,32,110,478,431, 117
04572.jpg,2,150,508,410, 82
04573.jpg,34,161,487,479, 186
04574.jpg,40,199,455,394, 122
04575.jpg,6,263,474,474, 105
04576.jpg,10,129,488,453, 39
04577.jpg,26,150,484,355, 179
04578.jpg,21,27,503,484, 1
04579.jpg,52,97,467,418, 127
04580.jpg,21,52,493,436, 24
04581.jpg,95,141,451,376, 20
04582.jpg,210,135,399,457, 183
04583.jpg,5,130,508,453, 185
04584.jpg,39,64,464,399, 31
04585.jpg,17,151,426,484, 113
04586.jpg,19,98,501,454, 115
04587.jpg,171,158,388,458, 183
04588.jpg,16,11,499,499, 3
04589.jpg,16,107,494,411, 61
04590.jpg,208,270,454,459, 62
04591.jpg,58,60,456,442, 67
04592.jpg,74,53,442,433, 93
04593.jpg,102,197,402,426, 137
04594.jpg,46,125,321,484, 34
04595.jpg,68,39,435,487, 14
04596.jpg,71,122,428,403, 66
04597.jpg,11,118,480,414, 106
04598.jpg,43,99,492,424, 90
04599.jpg,58,201,451,454, 130
04600.jpg,33,124,476,416, 190
04601.jpg,61,65,469,477, 21
04602.jpg,16,150,508,427, 81
04603.jpg,82,73,428,470, 166
04604.jpg,25,78,493,434, 130
04605.jpg,19,140,494,439, 129
04606.jpg,81,144,435,370, 66
04607.jpg,30,93,493,436, 106
04608.jpg,3,102,442,482, 7
04609.jpg,58,113,394,455, 161
04610.jpg,25,97,462,450, 70
04611.jpg,190,197,497,374, 11
04612.jpg,104,115,484,416, 105
04613.jpg,62,189,393,448, 42
04614.jpg,16,119,487,385, 195
04615.jpg,270,178,497,470, 94
04616.jpg,25,185,485,481, 92
04617.jpg,55,73,470,480, 112
04618.jpg,4,59,443,490, 114
04619.jpg,17,105,504,430, 51
04620.jpg,29,240,495,502, 81
04621.jpg,46,159,453,440, 138
04622.jpg,23,105,508,391, 74
04623.jpg,87,132,438,412, 156
04624.jpg,41,47,494,442, 71
04625.jpg,13,73,492,475, 70
04626.jpg,3,52,502,350, 67
04627.jpg,62,187,482,441, 152
04628.jpg,131,222,469,448, 173
04629.jpg,12,140,492,356, 66
04630.jpg,88,273,473,484, 34
04631.jpg,54,147,472,500, 7
04632.jpg,13,67,494,428, 181
04633.jpg,12,50,490,488, 136
04634.jpg,42,137,494,467, 103
04635.jpg,70,150,457,415, 178
04636.jpg,47,150,476,475, 162
04637.jpg,14,73,465,418, 184
04638.jpg,8,160,498,392, 75
04639.jpg,47,237,486,496, 17
04640.jpg,21,69,484,424, 190
04641.jpg,11,75,506,496, 186
04642.jpg,32,37,484,287, 50
04643.jpg,14,36,498,499, 81
04644.jpg,37,131,475,460, 27
04645.jpg,125,113,412,379, 168
04646.jpg,42,74,454,411, 150
04647.jpg,191,97,478,459, 119
04648.jpg,25,177,494,403, 114
04649.jpg,95,121,426,434, 172
04650.jpg,21,155,500,364, 22
04651.jpg,13,78,504,360, 5
04652.jpg,41,163,471,462, 11
04653.jpg,25,21,504,446, 65
04654.jpg,62,17,448,511, 147
04655.jpg,5,10,483,450, 184
04656.jpg,6,52,477,500, 146
04657.jpg,47,53,488,453, 65
04658.jpg,69,48,451,465, 47
04659.jpg,114,154,416,387, 169
04660.jpg,121,148,444,492, 164
04661.jpg,36,225,423,473, 191
04662.jpg,12,104,499,449, 128
04663.jpg,33,214,418,488, 170
04664.jpg,8,60,502,425, 100
04665.jpg,116,118,400,411, 176
04666.jpg,17,84,484,357, 118
04667.jpg,16,66,506,437, 123
04668.jpg,11,65,508,461, 53
04669.jpg,61,130,458,501, 1
04670.jpg,25,75,456,480, 108
04671.jpg,77,104,450,395, 14
04672.jpg,19,152,372,476, 148
04673.jpg,20,128,498,391, 25
04674.jpg,34,70,466,468, 157
04675.jpg,37,92,490,447, 163
04676.jpg,22,109,493,473, 22
04677.jpg,30,99,462,472, 107
04678.jpg,18,91,512,448, 70
04679.jpg,41,149,465,378, 49
04680.jpg,39,114,443,377, 143
04681.jpg,96,206,456,506, 48
04682.jpg,11,115,503,411, 138
04683.jpg,77,58,415,486, 140
04684.jpg,115,173,370,379, 131
04685.jpg,81,84,434,419, 72
04686.jpg,11,216,362,456, 152
04687.jpg,16,201,499,410, 103
04688.jpg,120,58,390,391, 76
04689.jpg,139,213,458,404, 21
04690.jpg,58,120,495,495, 41
04691.jpg,24,192,487,433, 6
04692.jpg,9,4,512,507, 109
04693.jpg,0,204,512,490, 36
04694.jpg,15,28,489,502, 159
04695.jpg,30,133,486,371, 81
04696.jpg,80,155,452,421, 20
04697.jpg,25,89,367,425, 105
04698.jpg,97,131,426,456, 177
04699.jpg,78,169,488,512, 113
04700.jpg,12,97,498,484, 94
04701.jpg,4,134,505,452, 98
04702.jpg,22,74,491,486, 19
04703.jpg,24,83,460,376, 54
04704.jpg,32,144,471,464, 171
04705.jpg,16,185,503,491, 120
04706.jpg,72,57,415,497, 30
04707.jpg,14,12,489,473, 68
04708.jpg,64,269,296,484, 104
04709.jpg,55,173,477,426, 135
04710.jpg,20,191,495,444, 168
04711.jpg,36,121,445,397, 75
04712.jpg,179,209,499,487, 180
04713.jpg,19,121,494,390, 65
04714.jpg,11,174,506,502, 37
04715.jpg,25,39,487,512, 126
04716.jpg,95,257,309,404, 124
04717.jpg,25,173,476,381, 128
04718.jpg,52,68,482,435, 73
04719.jpg,52,51,487,467, 32
04720.jpg,19,12,492,482, 126
04721.jpg,47,118,409,374, 74
04722.jpg,13,105,504,455, 115
04723.jpg,63,83,433,478, 63
04724.jpg,23,82,483,460, 9
04725.jpg,133,196,508,483, 9
04726.jpg,79,186,436,423, 187
04727.jpg,7,82,511,416, 35
04728.jpg,33,118,480,387, 88
04729.jpg,36,129,414,450, 38
04730.jpg,16,6,506,481, 169
04731.jpg,46,91,460,459, 120
04732.jpg,18,123,498,418, 126
04733.jpg,0,103,512,502, 20
04734.jpg,16,21,508,460, 169
04735.jpg,94,77,418,438, 154
04736.jpg,7,98,497,434, 32
04737.jpg,84,114,490,492, 32
04738.jpg,35,44,482,494, 63
04739.jpg,71,240,357,453, 151
04740.jpg,38,52,477,429, 131
04741.jpg,82,151,432,429, 46
04742.jpg,14,48,503,450, 35
04743.jpg,44,55,489,421, 104
04744.jpg,3,5,512,512, 18
04745.jpg,5,89,512,417, 157
04746.jpg,9,31,499,474, 40
04747.jpg,145,72,373,397, 39
04748.jpg,44,91,476,460, 125
04749.jpg,35,50,472,434, 120
04750.jpg,31,151,393,439, 9
04751.jpg,72,160,318,391, 144
04752.jpg,77,160,481,474, 100
04753.jpg,42,109,386,404, 14
04754.jpg,151,116,398,382, 192
04755.jpg,78,123,472,455, 165
04756.jpg,55,235,458,436, 128
04757.jpg,34,95,475,499, 52
04758.jpg,31,173,487,391, 17
04759.jpg,60,66,474,460, 117
04760.jpg,5,88,506,485, 34
04761.jpg,47,53,465,436, 59
04762.jpg,18,120,499,469, 182
04763.jpg,2,96,498,396, 147
04764.jpg,42,106,489,405, 129
04765.jpg,56,284,437,433, 152
04766.jpg,124,102,490,379, 167
04767.jpg,24,111,474,456, 48
04768.jpg,16,70,494,438, 63
04769.jpg,6,123,224,233, 30
04770.jpg,59,72,448,491, 100
04771.jpg,25,88,493,472, 41
04772.jpg,13,44,492,493, 76
04773.jpg,23,123,499,464, 167
04774.jpg,14,37,496,465, 54
04775.jpg,42,143,438,425, 173
04776.jpg,125,228,351,365, 96
04777.jpg,28,93,483,440, 34
04778.jpg,12,69,492,493, 31
04779.jpg,85,134,392,475, 39
04780.jpg,61,69,406,433, 192
04781.jpg,28,112,482,470, 157
04782.jpg,56,144,448,466, 38
04783.jpg,112,286,459,478, 41
04784.jpg,9,17,505,503, 95
04785.jpg,37,103,489,402, 114
04786.jpg,10,60,509,496, 79
04787.jpg,67,106,456,416, 175
04788.jpg,27,56,488,452, 132
04789.jpg,38,44,499,446, 103
04790.jpg,63,64,441,469, 119
04791.jpg,4,167,504,430, 153
04792.jpg,81,134,425,401, 31
04793.jpg,4,89,450,482, 85
04794.jpg,64,39,446,455, 47
04795.jpg,63,108,472,403, 162
04796.jpg,22,14,478,497, 107
04797.jpg,10,45,493,462, 80
04798.jpg,17,61,491,433, 115
04799.jpg,22,93,512,397, 69
04800.jpg,38,115,494,494, 124
04801.jpg,21,155,495,453, 189
04802.jpg,26,35,491,482, 20
04803.jpg,61,160,441,453, 33
04804.jpg,59,144,458,396, 110
04805.jpg,22,19,502,507, 150
04806.jpg,57,105,478,410, 29
04807.jpg,12,77,502,489, 140
04808.jpg,123,94,393,457, 159
04809.jpg,53,129,394,434, 183
04810.jpg,26,81,454,422, 29
04811.jpg,200,84,468,297, 173
04812.jpg,17,83,497,342, 44
04813.jpg,28,51,474,476, 144
04814.jpg,19,196,478,474, 36
04815.jpg,25,88,498,427, 134
04816.jpg,66,106,446,414, 3
04817.jpg,56,123,448,451, 50
04818.jpg,16,171,500,452, 12
04819.jpg,26,174,485,462, 22
04820.jpg,41,174,468,413, 138
04821.jpg,7,141,475,486, 62
04822.jpg,109,67,467,419, 25
04823.jpg,7,95,496,478, 156
04824.jpg,36,173,485,469, 162
04825.jpg,60,187,465,431, 7
04826.jpg,18,122,491,471, 153
04827.jpg,11,8,457,395, 1
04828.jpg,25,107,494,426, 110
04829.jpg,54,133,457,387, 111
04830.jpg,48,178,471,494, 40
04831.jpg,34,217,492,452, 84
04832.jpg,54,78,423,493, 28
04833.jpg,30,117,464,352, 6
04834.jpg,1,102,498,453, 156
04835.jpg,7,33,508,473, 95
04836.jpg,54,141,464,430, 162
04837.jpg,12,31,499,411, 91
04838.jpg,51,176,424,436, 107
04839.jpg,68,214,443,500, 15
04840.jpg,118,207,447,374, 34
04841.jpg,76,192,420,466, 24
04842.jpg,35,44,506,512, 116
04843.jpg,37,73,482,483, 129
04844.jpg,28,180,484,455, 103
04845.jpg,8,136,486,352, 70
04846.jpg,32,116,505,491, 155
04847.jpg,18,86,504,420, 85
04848.jpg,23,212,479,411, 16
04849.jpg,14,73,508,393, 177
04850.jpg,20,128,508,467, 133
04851.jpg,52,71,464,437, 135
04852.jpg,24,101,471,415, 178
04853.jpg,54,28,457,470, 170
04854.jpg,6,164,512,395, 102
04855.jpg,43,97,448,385, 139
04856.jpg,183,196,469,401, 142
04857.jpg,36,192,476,456, 11
04858.jpg,96,242,444,440, 77
04859.jpg,16,84,512,417, 174
04860.jpg,35,223,474,452, 182
04861.jpg,26,41,498,428, 182
04862.jpg,7,90,482,503, 124
04863.jpg,20,85,500,478, 114
04864.jpg,73,142,451,425, 106
04865.jpg,38,174,472,440, 28
04866.jpg,96,142,492,428, 159
04867.jpg,84,164,460,467, 157
04868.jpg,4,84,484,512, 161
04869.jpg,69,130,463,410, 168
04870.jpg,36,24,488,498, 47
04871.jpg,44,64,478,456, 180
04872.jpg,104,86,433,435, 99
04873.jpg,51,178,457,493, 166
04874.jpg,28,4,486,439, 1
04875.jpg,53,180,463,431, 57
04876.jpg,21,40,479,436, 196
04877.jpg,31,144,470,419, 134
04878.jpg,21,58,494,444, 96
04879.jpg,77,59,434,454, 67
04880.jpg,35,125,480,420, 187
04881.jpg,28,109,490,391, 118
04882.jpg,1,178,512,490, 104
04883.jpg,28,151,474,365, 19
04884.jpg,61,92,466,427, 8
04885.jpg,101,169,432,427, 25
04886.jpg,12,68,500,484, 44
04887.jpg,15,3,500,512, 40
04888.jpg,39,87,476,430, 90
04889.jpg,86,121,436,409, 94
04890.jpg,32,30,453,456, 95
04891.jpg,15,95,496,442, 72
04892.jpg,13,104,501,421, 2
04893.jpg,21,115,466,420, 16
04894.jpg,71,28,442,476, 108
04895.jpg,94,166,479,460, 132
04896.jpg,30,121,481,414, 56
04897.jpg,3,59,509,483, 184
04898.jpg,6,125,498,433, 74
04899.jpg,47,134,472,440, 65
04900.jpg,88,34,421,466, 52
04901.jpg,106,83,424,387, 144
04902.jpg,29,155,488,399, 98
04903.jpg,3,97,505,450, 85
04904.jpg,15,316,345,490, 158
04905.jpg,65,117,477,431, 185
04906.jpg,58,69,457,372, 102
04907.jpg,47,58,446,446, 134
04908.jpg,177,186,505,508, 158
04909.jpg,58,118,392,413, 167
04910.jpg,81,121,426,413, 104
04911.jpg,84,151,408,421, 110
04912.jpg,110,152,423,403, 187
04913.jpg,17,9,496,488, 165
04914.jpg,12,144,510,436, 97
04915.jpg,40,4,479,472, 34
04916.jpg,31,63,510,453, 107
04917.jpg,0,126,500,347, 107
04918.jpg,27,167,450,489, 13
04919.jpg,48,47,488,456, 89
04920.jpg,37,78,472,465, 165
04921.jpg,70,113,459,411, 164
04922.jpg,188,90,446,384, 147
04923.jpg,64,220,481,389, 16
04924.jpg,52,111,400,424, 43
04925.jpg,58,75,479,438, 111
04926.jpg,4,56,506,387, 144
04927.jpg,125,187,420,396, 38
04928.jpg,12,69,480,470, 113
04929.jpg,20,252,481,502, 42
04930.jpg,90,60,420,379, 137
04931.jpg,24,144,475,338, 16
04932.jpg,43,19,466,489, 140
04933.jpg,28,51,491,455, 181
04934.jpg,0,74,511,507, 169
04935.jpg,56,125,310,412, 157
04936.jpg,56,163,459,416, 72
04937.jpg,6,13,507,494, 139
04938.jpg,56,87,488,474, 86
04939.jpg,49,110,470,387, 105
04940.jpg,54,136,474,454, 23
04941.jpg,2,126,504,491, 161
04942.jpg,76,87,447,478, 8
04943.jpg,5,147,500,440, 72
04944.jpg,37,111,463,426, 19
04945.jpg,58,134,366,471, 34
04946.jpg,38,113,442,454, 27
04947.jpg,89,155,440,471, 110
04948.jpg,56,247,334,431, 96
04949.jpg,39,105,475,423, 17
04950.jpg,1,167,512,444, 87
04951.jpg,28,132,491,450, 44
04952.jpg,96,307,296,427, 152
04953.jpg,5,102,507,356, 98
04954.jpg,64,177,502,411, 55
04955.jpg,20,173,462,440, 176
04956.jpg,24,172,495,486, 15
04957.jpg,53,29,476,467, 27
04958.jpg,262,242,474,433, 177
04959.jpg,27,192,502,453, 190
04960.jpg,81,187,465,478, 129
04961.jpg,57,97,468,462, 154
04962.jpg,11,221,512,491, 153
04963.jpg,22,23,486,479, 179
04964.jpg,5,27,512,480, 131
04965.jpg,53,125,469,361, 178
04966.jpg,43,211,476,419, 31
04967.jpg,2,122,511,448, 82
04968.jpg,15,133,496,492, 159
04969.jpg,2,82,500,425, 159
04970.jpg,28,75,511,488, 196
04971.jpg,88,141,452,392, 171
04972.jpg,78,68,423,475, 38
04973.jpg,57,136,459,472, 37
04974.jpg,25,104,494,471, 131
04975.jpg,21,112,496,421, 38
04976.jpg,34,75,485,466, 193
04977.jpg,18,83,480,429, 127
04978.jpg,80,157,367,446, 35
04979.jpg,0,176,511,469, 55
04980.jpg,48,245,461,487, 127
04981.jpg,23,181,459,425, 145
04982.jpg,39,197,480,422, 193
04983.jpg,83,238,384,432, 151
04984.jpg,8,109,493,330, 129
04985.jpg,4,39,504,500, 117
04986.jpg,14,129,494,460, 120
04987.jpg,51,88,450,458, 131
04988.jpg,140,226,398,421, 102
04989.jpg,44,158,423,365, 44
04990.jpg,33,142,370,366, 160
04991.jpg,34,106,465,372, 123
04992.jpg,23,99,497,458, 118
04993.jpg,33,96,490,424, 75
04994.jpg,32,11,494,512, 105
04995.jpg,31,119,484,403, 128
04996.jpg,43,105,456,416, 124
04997.jpg,81,68,458,463, 131
04998.jpg,4,57,496,460, 30
04999.jpg,27,53,489,444, 111
05000.jpg,29,97,510,475, 72
05001.jpg,0,28,512,467, 179
05002.jpg,26,81,492,405, 12
05003.jpg,14,81,510,500, 90
05004.jpg,56,146,476,470, 86
05005.jpg,71,102,442,378, 115
05006.jpg,37,31,498,454, 37
05007.jpg,31,170,493,425, 20
05008.jpg,56,82,460,406, 73
05009.jpg,77,24,434,498, 45
05010.jpg,45,211,471,464, 103
05011.jpg,3,152,512,379, 34
05012.jpg,33,82,493,493, 195
05013.jpg,16,80,483,415, 61
05014.jpg,29,212,485,397, 156
05015.jpg,86,66,426,464, 79
05016.jpg,210,225,476,472, 46
05017.jpg,39,120,462,450, 116
05018.jpg,18,71,484,418, 181
05019.jpg,40,66,380,447, 140
05020.jpg,4,86,490,448, 71
